PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31952605","Synthesis of Ag nanoparticles by a chitosan-poly(3-hydroxybutyrate) polymer conjugate and their superb catalytic activity","Silvestri D, Wacławek S, Venkateshaiah A, Krawczyk K, Sobel B, Padil VVT, Černík M, Varma RS.","Carbohydr Polym. 2020 Mar 15;232:115806. doi: 10.1016/j.carbpol.2019.115806. Epub 2019 Dec 30.","Silvestri D","Carbohydr Polym","2020","2020/01/19","","","10.1016/j.carbpol.2019.115806"
"38133952","Silver Nanoparticles Induced Metabolic Perturbations in Pseudomonas aeruginosa: Evaluation Using the UPLC-QTof-MS(E) Platform","Konda S, Batchu UR, Nagendla NK, Velpula S, Matta S, Rupula K, Reddy Shetty P, Mudiam MKR.","Chem Res Toxicol. 2023 Dec 22. doi: 10.1021/acs.chemrestox.3c00154. Online ahead of print.","Konda S","Chem Res Toxicol","2023","2023/12/22","","","10.1021/acs.chemrestox.3c00154"
"35791306","Green Synthesis of Silver Nanoparticles Using Extract of Jasminum officinal L. Leaves and Evaluation of Cytotoxic Activity Towards Bladder (5637) and Breast Cancer (MCF-7) Cell Lines [Retraction]","","Int J Nanomedicine. 2022 Jun 29;17:2805-2806. doi: 10.2147/IJN.S380183. eCollection 2022.","","Int J Nanomedicine","2022","2022/07/06","PMC9250775","","10.2147/IJN.S380183"
"27939415","Retraction notice to Green Synthesis of Silver nanoparticles from Gloriosa superba.L Leaf extract and their catalytic activity [SAA 115C 388-392]","Ashokkumar S, Ravi S, Velmurugan S.","Spectrochim Acta A Mol Biomol Spectrosc. 2017 Feb 15;173:969. doi: 10.1016/j.saa.2016.11.033.","Ashokkumar S","Spectrochim Acta A Mol Biomol Spectrosc","2017","2016/12/13","","","10.1016/j.saa.2016.11.033"
"35521408","Bio-fabrication of pigment-capped silver nanoparticles encountering antibiotic-resistant strains and their cytotoxic effect towards human epidermoid larynx carcinoma (HEp-2) cells","Muthukrishnan L, Chellappa M, Nanda A, Thukkaram S, Selvaraj G, Muthiah B, Sagadevan S, Lett JA.","RSC Adv. 2019 May 21;9(28):15874-15886. doi: 10.1039/c9ra01072f. eCollection 2019 May 20.","Muthukrishnan L","RSC Adv","2019","2022/05/06","PMC9064322","","10.1039/c9ra01072f"
"36770509","Evaluation of Antifungal Activity of Ag Nanoparticles Synthetized by Green Chemistry against Fusarium solani and Rhizopus stolonifera","Moreno-Vargas JM, Echeverry-Cardona LM, Moreno-Montoya LE, Restrepo-Parra E.","Nanomaterials (Basel). 2023 Jan 29;13(3):548. doi: 10.3390/nano13030548.","Moreno-Vargas JM","Nanomaterials (Basel)","2023","2023/02/11","PMC9919702","","10.3390/nano13030548"
"23455467","Development and antibacterial activity of cashew gum-based silver nanoparticles","Quelemes PV, Araruna FB, de Faria BE, Kuckelhaus SA, da Silva DA, Mendonça RZ, Eiras C, Dos S Soares MJ, Leite JR.","Int J Mol Sci. 2013 Mar 1;14(3):4969-81. doi: 10.3390/ijms14034969.","Quelemes PV","Int J Mol Sci","2013","2013/03/05","PMC3634470","","10.3390/ijms14034969"
"25037410","One pot green synthesis of Ag, Au and Au-Ag alloy nanoparticles using isonicotinic acid hydrazide and starch","Malathi S, Ezhilarasu T, Abiraman T, Balasubramanian S.","Carbohydr Polym. 2014 Oct 13;111:734-43. doi: 10.1016/j.carbpol.2014.04.105. Epub 2014 May 20.","Malathi S","Carbohydr Polym","2014","2014/07/20","","","10.1016/j.carbpol.2014.04.105"
"31388204","Effective Inhibition of Phytopathogenic Microbes by Eco-Friendly Leaf Extract Mediated Silver Nanoparticles (AgNPs)","Haroon M, Zaidi A, Ahmed B, Rizvi A, Khan MS, Musarrat J.","Indian J Microbiol. 2019 Sep;59(3):273-287. doi: 10.1007/s12088-019-00801-5. Epub 2019 Mar 29.","Haroon M","Indian J Microbiol","2019","2019/08/08","PMC6646496","","10.1007/s12088-019-00801-5"
"25473370","Synthesis of silver nanoparticles using Sacha inchi (Plukenetia volubilis L.) leaf extracts","Kumar B, Smita K, Cumbal L, Debut A.","Saudi J Biol Sci. 2014 Dec;21(6):605-9. doi: 10.1016/j.sjbs.2014.07.004. Epub 2014 Jul 24.","Kumar B","Saudi J Biol Sci","2014","2014/12/05","PMC4250512","","10.1016/j.sjbs.2014.07.004"
"32957433","Starch-Capped Silver Nanoparticles Impregnated into Propylamine-Substituted PVA Films with Improved Antibacterial and Mechanical Properties for Wound-Bandage Applications","Iqbal M, Zafar H, Mahmood A, Niazi MBK, Aslam MW.","Polymers (Basel). 2020 Sep 17;12(9):2112. doi: 10.3390/polym12092112.","Iqbal M","Polymers (Basel)","2020","2020/09/22","PMC7570389","","10.3390/polym12092112"
"22608057","Mangrove plant, Rhizophora mucronata (Lamk, 1804) mediated one pot green synthesis of silver nanoparticles and its antibacterial activity against aquatic pathogens","Umashankari J, Inbakandan D, Ajithkumar TT, Balasubramanian T.","Aquat Biosyst. 2012 May 18;8(1):11. doi: 10.1186/2046-9063-8-11.","Umashankari J","Aquat Biosyst","2012","2012/05/22","PMC3411493","","10.1186/2046-9063-8-11"
"36105411","Green Synthesis-Mediated Nanoparticles and Their Curative Character Against Post COVID-19 Skin Diseases","Kabeerdass N, Thangaswamy S, Mohanasrinivasan V, Rajasekaran C, Sundaram S, Nooruddin T, Mathanmohun M.","Curr Pharmacol Rep. 2022;8(6):409-417. doi: 10.1007/s40495-022-00303-x. Epub 2022 Sep 9.","Kabeerdass N","Curr Pharmacol Rep","2022","2022/09/15","PMC9461414","","10.1007/s40495-022-00303-x"
"37214698","Biosynthesizing Cassia fistula Extract-Mediated Silver Nanoparticles for MCF-7 Cell Lines Anti-Cancer Assay","Abaid R, Malik M, Iqbal MA, Malik M, Shahwani Z, Ali TZ, Morsy K, Capangpangan RY, Alguno AC, Choi JR.","ACS Omega. 2023 May 1;8(19):17317-17326. doi: 10.1021/acsomega.3c02225. eCollection 2023 May 16.","Abaid R","ACS Omega","2023","2023/05/22","PMC10193565","","10.1021/acsomega.3c02225"
"37560425","Phytofabrication of silver nanoparticles using Averrhoa bilimbi leaf extract for anticancer activity","Hublikar LV, Ganachari SV, Patil VB.","Nanoscale Adv. 2023 Jul 19;5(16):4149-4157. doi: 10.1039/d3na00313b. eCollection 2023 Aug 8.","Hublikar LV","Nanoscale Adv","2023","2023/08/10","PMC10408575","","10.1039/d3na00313b"
"32714045","Eco-friendly synthesis of silver nanoparticles by Bacillus subtilis and their antibacterial activity","Alsamhary KI.","Saudi J Biol Sci. 2020 Aug;27(8):2185-2191. doi: 10.1016/j.sjbs.2020.04.026. Epub 2020 Apr 21.","Alsamhary KI","Saudi J Biol Sci","2020","2020/07/28","PMC7376129","","10.1016/j.sjbs.2020.04.026"
"31110495","Biogenic Synthesis of Silver Nanoparticles Using Phyllanthus emblica Fruit Extract and Its Inhibitory Action Against the Pathogen Acidovorax oryzae Strain RS-2 of Rice Bacterial Brown Stripe","Masum MMI, Siddiqa MM, Ali KA, Zhang Y, Abdallah Y, Ibrahim E, Qiu W, Yan C, Li B.","Front Microbiol. 2019 Apr 26;10:820. doi: 10.3389/fmicb.2019.00820. eCollection 2019.","Masum MMI","Front Microbiol","2019","2019/05/22","PMC6501729","","10.3389/fmicb.2019.00820"
"35009971","Surface Coating-Modulated Phytotoxic Responses of Silver Nanoparticles in Plants and Freshwater Green Algae","Biba R, Košpić K, Komazec B, Markulin D, Cvjetko P, Pavoković D, Peharec Štefanić P, Tkalec M, Balen B.","Nanomaterials (Basel). 2021 Dec 22;12(1):24. doi: 10.3390/nano12010024.","Biba R","Nanomaterials (Basel)","2021","2022/01/11","PMC8746378","","10.3390/nano12010024"
"37504874","Green-Synthesized Silver Nanoparticles: Antifungal and Cytotoxic Potential for Further Dental Applications","Klein W, Ismail E, Maboza E, Hussein AA, Adam RZ.","J Funct Biomater. 2023 Jul 20;14(7):379. doi: 10.3390/jfb14070379.","Klein W","J Funct Biomater","2023","2023/07/28","PMC10381808","","10.3390/jfb14070379"
"28587297","Biogenic Synthesis of Metal Nanoparticles Using a Biosurfactant Extracted from Corn and Their Antimicrobial Properties","Gómez-Graña S, Perez-Ameneiro M, Vecino X, Pastoriza-Santos I, Perez-Juste J, Cruz JM, Moldes AB.","Nanomaterials (Basel). 2017 Jun 6;7(6):139. doi: 10.3390/nano7060139.","Gómez-Graña S","Nanomaterials (Basel)","2017","2017/06/08","PMC5485786","","10.3390/nano7060139"
"33964968","Moringa oleifera gum based silver and zinc oxide nanoparticles: green synthesis, characterization and their antibacterial potential against MRSA","Irfan M, Munir H, Ismail H.","Biomater Res. 2021 May 8;25(1):17. doi: 10.1186/s40824-021-00219-5.","Irfan M","Biomater Res","2021","2021/05/09","PMC8106117","","10.1186/s40824-021-00219-5"
"35327429","Antibacterial Effect of Silver Nanoparticles Is Stronger If the Production Host and the Targeted Pathogen Are Closely Related","Singh P, Mijakovic I.","Biomedicines. 2022 Mar 8;10(3):628. doi: 10.3390/biomedicines10030628.","Singh P","Biomedicines","2022","2022/03/25","PMC8945545","","10.3390/biomedicines10030628"
"30061517","Microwave-Assisted Green Synthesis of Silver Nanoparticles Using Juglans regia Leaf Extract and Evaluation of Their Physico-Chemical and Antibacterial Properties","Eshghi M, Vaghari H, Najian Y, Najian MJ, Jafarizadeh-Malmiri H, Berenjian A.","Antibiotics (Basel). 2018 Jul 30;7(3):68. doi: 10.3390/antibiotics7030068.","Eshghi M","Antibiotics (Basel)","2018","2018/08/01","PMC6165499","","10.3390/antibiotics7030068"
"29114571","Antioxidant, antibacterial and cytotoxic potential of silver nanoparticles synthesized using terpenes rich extract of Lantana camara L. leaves","P PS, T KS.","Biochem Biophys Rep. 2017 Mar 10;10:76-81. doi: 10.1016/j.bbrep.2017.03.002. eCollection 2017 Jul.","P PS","Biochem Biophys Rep","2017","2017/11/09","PMC5637243","","10.1016/j.bbrep.2017.03.002"
"28698511","The Effect of Silver Nanoparticles Size, Produced Using Plant Extract from Arbutus unedo, on Their Antibacterial Efficacy","Skandalis N, Dimopoulou A, Georgopoulou A, Gallios N, Papadopoulos D, Tsipas D, Theologidis I, Michailidis N, Chatzinikolaidou M.","Nanomaterials (Basel). 2017 Jul 10;7(7):178. doi: 10.3390/nano7070178.","Skandalis N","Nanomaterials (Basel)","2017","2017/07/13","PMC5535244","","10.3390/nano7070178"
"35957066","Synthesis of Eco-Friendly Silver Nanoparticles Using Glycyrrhizin and Evaluation of Their Antibacterial Ability","Feng D, Zhang R, Zhang M, Fang A, Shi F.","Nanomaterials (Basel). 2022 Jul 30;12(15):2636. doi: 10.3390/nano12152636.","Feng D","Nanomaterials (Basel)","2022","2022/08/12","PMC9370730","","10.3390/nano12152636"
"34960905","Grape Pomace Extracted Tannin for Green Synthesis of Silver Nanoparticles: Assessment of Their Antidiabetic, Antioxidant Potential and Antimicrobial Activity","Saratale RG, Saratale GD, Ahn S, Shin HS.","Polymers (Basel). 2021 Dec 13;13(24):4355. doi: 10.3390/polym13244355.","Saratale RG","Polymers (Basel)","2021","2021/12/28","PMC8703727","","10.3390/polym13244355"
"35630986","Synthesis and Characterization of Ag/ZnO Nanoparticles for Bacteria Disinfection in Water","Primo JO, Horsth DF, Correa JS, Das A, Bittencourt C, Umek P, Buzanich AG, Radtke M, Yusenko KV, Zanette C, Anaissi FJ.","Nanomaterials (Basel). 2022 May 22;12(10):1764. doi: 10.3390/nano12101764.","Primo JO","Nanomaterials (Basel)","2022","2022/05/28","PMC9145672","","10.3390/nano12101764"
"35057198","Green Synthesis of Stable Spherical Monodisperse Silver Nanoparticles Using a Cell-Free Extract of Trichoderma reesei","Gemishev O, Panayotova M, Gicheva G, Mintcheva N.","Materials (Basel). 2022 Jan 9;15(2):481. doi: 10.3390/ma15020481.","Gemishev O","Materials (Basel)","2022","2022/01/21","PMC8781021","","10.3390/ma15020481"
"29951316","Emphasized Mechanistic Antimicrobial Study of Biofunctionalized Silver Nanoparticles on Model Proteus mirabilis","Parveen A, Yalagatti MS, Abbaraju V, Deshpande R.","J Drug Deliv. 2018 May 22;2018:3850139. doi: 10.1155/2018/3850139. eCollection 2018.","Parveen A","J Drug Deliv","2018","2018/06/29","PMC5987338","","10.1155/2018/3850139"
"34286126","Mechanistic aspects of plant-based silver nanoparticles against multi-drug resistant bacteria","Wahab S, Khan T, Adil M, Khan A.","Heliyon. 2021 Jul 1;7(7):e07448. doi: 10.1016/j.heliyon.2021.e07448. eCollection 2021 Jul.","Wahab S","Heliyon","2021","2021/07/21","PMC8273360","","10.1016/j.heliyon.2021.e07448"
"35808131","Green Synthesis and Characterization of Silver Nanoparticles with High Antibacterial Activity Using Cell Extracts of Cyanobacterium Pseudanabaena/Limnothrix sp","Karageorgou D, Zygouri P, Tsakiridis T, Hammami MA, Chalmpes N, Subrati M, Sainis I, Spyrou K, Katapodis P, Gournis D, Stamatis H.","Nanomaterials (Basel). 2022 Jul 4;12(13):2296. doi: 10.3390/nano12132296.","Karageorgou D","Nanomaterials (Basel)","2022","2022/07/09","PMC9268701","","10.3390/nano12132296"
"35631598","Photothermal Therapy with HER2-Targeted Silver Nanoparticles Leading to Cancer Remission","Shipunova VO, Belova MM, Kotelnikova PA, Shilova ON, Mirkasymov AB, Danilova NV, Komedchikova EN, Popovtzer R, Deyev SM, Nikitin MP.","Pharmaceutics. 2022 May 8;14(5):1013. doi: 10.3390/pharmaceutics14051013.","Shipunova VO","Pharmaceutics","2022","2022/05/28","PMC9145338","","10.3390/pharmaceutics14051013"
