PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"24627968","Reactive oxygen species induce MMP12-dependent degradation of collagen 5 and fibronectin to promote the motility of human umbilical cord-derived mesenchymal stem cells","Yun SP, Lee SJ, Oh SY, Jung YH, Ryu JM, Suh HN, Kim MO, Oh KB, Han HJ.","Br J Pharmacol. 2014 Jul;171(13):3283-97. doi: 10.1111/bph.12681.","Yun SP","Br J Pharmacol","2014","2014/03/18","PMC4080981","","10.1111/bph.12681"
"23031161","Platelet-rich plasma enhances the dermal regeneration efficacy of human adipose-derived stromal cells administered to skin wounds","Bhang SH, Park J, Yang HS, Shin J, Kim BS.","Cell Transplant. 2013;22(3):437-45. doi: 10.3727/096368912X656162. Epub 2012 Oct 1.","Bhang SH","Cell Transplant","2013","2012/10/04","","","10.3727/096368912X656162"
"21423681","The Roles of ADAMs Family Proteinases in Skin Diseases","Kawaguchi M, Hearing VJ.","Enzyme Res. 2011 Mar 8;2011:482498. doi: 10.4061/2011/482498.","Kawaguchi M","Enzyme Res","2011","2011/03/23","PMC3057028","","10.4061/2011/482498"
"11218751","[The dynamics of cytokines and their related substances in skin wounds]","Ohshima T.","Nihon Hoigaku Zasshi. 2000 Nov;54(3):346-55.","Ohshima T","Nihon Hoigaku Zasshi","2000","2001/02/24","","",""
"16218351","[Effect of laser irradiation of diode laser on healing of surgical wounds in rats]","Vidinský B, Gál P, Toporcer T, Balogácova M, Hutnanova Z, Kilík R, Bober J, Sabo J, Longauer F.","Rozhl Chir. 2005 Aug;84(8):417-21.","Vidinský B","Rozhl Chir","2005","2005/10/13","","",""
"10837927","Early phase collagen synthesis in lungs of rats exposed to bleomycin","Van Hoozen BE, Grimmer KL, Marelich GP, Armstrong LC, Last JA.","Toxicology. 2000 May 19;147(1):1-13. doi: 10.1016/s0300-483x(00)00142-6.","Van Hoozen BE","Toxicology","2000","2000/06/06","","","10.1016/s0300-483x(00)00142-6"
"22976003","Silibinin regulates matrix metalloproteinase 3 (stromelysine1) gene expression, hexoseamines and collagen production during rat skin wound healing","Tabandeh MR, Oryan A, Mohhammad-Alipour A, Tabatabaei-Naieni A.","Phytother Res. 2013 Aug;27(8):1149-53. doi: 10.1002/ptr.4839. Epub 2012 Sep 13.","Tabandeh MR","Phytother Res","2013","2012/09/15","","","10.1002/ptr.4839"
"22259633","Characterization of the cytokine profile of platelet rich plasma (PRP) and PRP-induced cell proliferation and migration: Upregulation of matrix metalloproteinase-1 and -9 in HaCaT cells","Park HB, Yang JH, Chung KH.","Korean J Hematol. 2011 Dec;46(4):265-73. doi: 10.5045/kjh.2011.46.4.265. Epub 2011 Dec 27.","Park HB","Korean J Hematol","2011","2012/01/20","PMC3259519","","10.5045/kjh.2011.46.4.265"
"20718005","Skin wound healing in axolotls: a scarless process","Lévesque M, Villiard E, Roy S.","J Exp Zool B Mol Dev Evol. 2010 Dec 15;314(8):684-97. doi: 10.1002/jez.b.21371.","Lévesque M","J Exp Zool B Mol Dev Evol","2010","2010/08/19","","","10.1002/jez.b.21371"
"15704835","[Study on the effect of leptin on fibroblast proliferation and collagen synthesis in vitro in rats]","Li P, Jin H, Liu D, Gao L, Xu Z, Nan W, Wang Y, Gao L.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2005 Jan;19(1):20-2.","Li P","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2005","2005/02/12","","",""
"12847088","Regulated splicing of the fibronectin EDA exon is essential for proper skin wound healing and normal lifespan","Muro AF, Chauhan AK, Gajovic S, Iaconcig A, Porro F, Stanta G, Baralle FE.","J Cell Biol. 2003 Jul 7;162(1):149-60. doi: 10.1083/jcb.200212079.","Muro AF","J Cell Biol","2003","2003/07/09","PMC2172721","","10.1083/jcb.200212079"
"11310836","Chemokines in cutaneous wound healing","Gillitzer R, Goebeler M.","J Leukoc Biol. 2001 Apr;69(4):513-21.","Gillitzer R","J Leukoc Biol","2001","2001/04/20","","",""
"33973046","Extracellular Vesicles from a Three-Dimensional Culture of Perivascular Cells Accelerate Skin Wound Healing in a Rat","Dong X, Zhang M, Jin X.","Aesthetic Plast Surg. 2022 Feb;46(1):581-582. doi: 10.1007/s00266-021-02320-5. Epub 2021 May 10.","Dong X","Aesthetic Plast Surg","2022","2021/05/11","","","10.1007/s00266-021-02320-5"
"24642771","The outcomes of barrier protection in periwound skin and stoma care","Stephen-Haynes J.","Br J Nurs. 2014 Mar 13-26;23(5):S26, S28-30. doi: 10.12968/bjon.2014.23.Sup5.S26.","Stephen-Haynes J","Br J Nurs","2014","2014/03/20","","","10.12968/bjon.2014.23.Sup5.S26"
"37867052","Therapeutic potential of exosomes derived from fibroblast cells on skin wound healing","Sun H, Chen YY, Qu BW, Yang YF, Xiong YY, Li YM.","Burns. 2024 Feb;50(1):282-283. doi: 10.1016/j.burns.2023.09.021. Epub 2023 Oct 6.","Sun H","Burns","2024","2023/10/22","","","10.1016/j.burns.2023.09.021"
"30552545","Article Effect and Mechanism of Ganoderma lucidum Polysaccharides on Human Fibroblasts and Skin Wound Healing in Mice","Hu F, Yan Y, Wang CW, Liu Y, Wang JJ, Zhou F, Zeng QH, Zhou X, Chen J, Wang AJ, Zhou JD.","Chin J Integr Med. 2019 Mar;25(3):203-209. doi: 10.1007/s11655-018-3060-9. Epub 2018 Dec 15.","Hu F","Chin J Integr Med","2019","2018/12/16","","","10.1007/s11655-018-3060-9"
"25326026","Skin wound healing is accelerated and scarless in the absence of commensal microbiota","Canesso MC, Vieira AT, Castro TB, Schirmer BG, Cisalpino D, Martins FS, Rachid MA, Nicoli JR, Teixeira MM, Barcelos LS.","J Immunol. 2014 Nov 15;193(10):5171-80. doi: 10.4049/jimmunol.1400625. Epub 2014 Oct 17.","Canesso MC","J Immunol","2014","2014/10/19","","","10.4049/jimmunol.1400625"
"23798557","Loss of epithelial hypoxia-inducible factor prolyl hydroxylase 2 accelerates skin wound healing in mice","Kalucka J, Ettinger A, Franke K, Mamlouk S, Singh RP, Farhat K, Muschter A, Olbrich S, Breier G, Katschinski DM, Huttner W, Weidemann A, Wielockx B.","Mol Cell Biol. 2013 Sep;33(17):3426-38. doi: 10.1128/MCB.00609-13. Epub 2013 Jun 24.","Kalucka J","Mol Cell Biol","2013","2013/06/27","PMC3753847","","10.1128/MCB.00609-13"
"23653386","Effect of lipopolysaccharide on the biological characteristics of human skin fibroblasts and hypertrophic scar tissue formation","Yang H, Hu C, Li F, Liang L, Liu L.","IUBMB Life. 2013 Jun;65(6):526-32. doi: 10.1002/iub.1159. Epub 2013 May 7.","Yang H","IUBMB Life","2013","2013/05/09","","","10.1002/iub.1159"
"22358061","Kallikrein-related peptidase 8-dependent skin wound healing is associated with upregulation of kallikrein-related peptidase 6 and PAR2","Kishibe M, Bando Y, Tanaka T, Ishida-Yamamoto A, Iizuka H, Yoshida S.","J Invest Dermatol. 2012 Jun;132(6):1717-24. doi: 10.1038/jid.2012.18. Epub 2012 Feb 23.","Kishibe M","J Invest Dermatol","2012","2012/02/24","","","10.1038/jid.2012.18"
"19205585","Dietary L-arginine and cutaneous wound healing","Naderpour M, Rad JS, Ayat E, Mesgari M, Farahani RM, Roshangar L, Tubbs RS, Shoja MM.","Ital J Anat Embryol. 2008 Jul-Sep;113(3):135-42.","Naderpour M","Ital J Anat Embryol","2008","2009/02/12","","",""
"18097059","Chemokine receptor CX3CR1 mediates skin wound healing by promoting macrophage and fibroblast accumulation and function","Ishida Y, Gao JL, Murphy PM.","J Immunol. 2008 Jan 1;180(1):569-79. doi: 10.4049/jimmunol.180.1.569.","Ishida Y","J Immunol","2008","2007/12/22","","","10.4049/jimmunol.180.1.569"
"15715437","[Effect of interleukin-6 on gene expression of certain cytokines during wound healing process of mouse skin]","Lin ZQ, Dong YZ, Zhang XD, Wang T, Sun KL, Niu WY.","Yi Chuan Xue Bao. 2005 Jan;32(1):46-51.","Lin ZQ","Yi Chuan Xue Bao","2005","2005/02/18","","",""
"11902353","Effects of 1047-nm neodymium laser radiation on skin wound healing","Ribeiro MS, Silva DF, Maldonado EP, de Rossi W, Zezell DM.","J Clin Laser Med Surg. 2002 Feb;20(1):37-40. doi: 10.1089/104454702753474995.","Ribeiro MS","J Clin Laser Med Surg","2002","2002/03/21","","","10.1089/104454702753474995"
"10876984","The expression of mRNA of proinflammatory cytokines during skin wound healing in mice: a preliminary study for forensic wound age estimation (II)","Sato Y, Ohshima T.","Int J Legal Med. 2000;113(3):140-5. doi: 10.1007/s004140050285.","Sato Y","Int J Legal Med","2000","2000/07/06","","","10.1007/s004140050285"
"37582313","Piezo1 in skin wound healing and related diseases: Mechanotransduction and therapeutic implications","Zhu H, He W, Ye P, Chen J, Wu X, Mu X, Wu Y, Pang H, Han F, Nie X.","Int Immunopharmacol. 2023 Oct;123:110779. doi: 10.1016/j.intimp.2023.110779. Epub 2023 Aug 13.","Zhu H","Int Immunopharmacol","2023","2023/08/15","","","10.1016/j.intimp.2023.110779"
"30196288","Discovery and Characterization of a High-Affinity Small Peptide Ligand, H1, Targeting FGFR2IIIc for Skin Wound Healing","Zhao Y, Wang Q, Jin Y, Li Y, Nie C, Huang P, Li Z, Zhang B, Su Z, Hong A, Chen X.","Cell Physiol Biochem. 2018;49(3):1033-1048. doi: 10.1159/000493287. Epub 2018 Sep 7.","Zhao Y","Cell Physiol Biochem","2018","2018/09/10","","","10.1159/000493287"
"38107390","Ginsenoside Rg5 promotes wound healing in diabetes by reducing the negative regulation of SLC7A11 on the efferocytosis of dendritic cells","Xia W, Zhu Z, Xiang S, Yang Y.","J Ginseng Res. 2023 Nov;47(6):784-794. doi: 10.1016/j.jgr.2023.06.006. Epub 2023 Jun 30.","Xia W","J Ginseng Res","2023","2023/12/18","PMC10721477","","10.1016/j.jgr.2023.06.006"
"38029901","Chitosan bioactive glass scaffolds for in vivo subcutaneous implantation, toxicity assessment, and diabetic wound healing upon animal model","Manjubaashini N, Bargavi P, Thomas NG, Krishnan N, Balakumar S.","Int J Biol Macromol. 2023 Nov 27;256(Pt 1):128291. doi: 10.1016/j.ijbiomac.2023.128291. Online ahead of print.","Manjubaashini N","Int J Biol Macromol","2023","2023/11/29","","","10.1016/j.ijbiomac.2023.128291"
"34822637","The Therapeutic Effects of Oral Intake of Hydrogen Rich Water on Cutaneous Wound Healing in Dogs","Qi DD, Ding MY, Wang T, Hayat MA, Liu T, Zhang JT.","Vet Sci. 2021 Nov 4;8(11):264. doi: 10.3390/vetsci8110264.","Qi DD","Vet Sci","2021","2021/11/25","PMC8618955","","10.3390/vetsci8110264"
"33906517","An enzyme-responsive Gp1a-hydrogel for skin wound healing","Zhao C, Dong Y, Liu J, Cai H, Li Z, Sun X, Yin W, Ma J, Liu H, Li S.","J Biomater Appl. 2021 Oct;36(4):714-721. doi: 10.1177/08853282211012870. Epub 2021 Apr 28.","Zhao C","J Biomater Appl","2021","2021/04/28","","","10.1177/08853282211012870"
"32952653","Downregulation of miR-27b promotes skin wound healing in a rat model of scald burn by promoting fibroblast proliferation","Bi Q, Liu J, Wang X, Sun F.","Exp Ther Med. 2020 Nov;20(5):63. doi: 10.3892/etm.2020.9191. Epub 2020 Sep 4.","Bi Q","Exp Ther Med","2020","2020/09/21","PMC7485298","","10.3892/etm.2020.9191"
"32549381","Nanospheres Loaded with Curcumin Improve the Bioactivity of Umbilical Cord Blood-Mesenchymal Stem Cells via c-Src Activation During the Skin Wound Healing Process","Kim DW, Choi CH, Park JP, Lee SJ.","Cells. 2020 Jun 15;9(6):1467. doi: 10.3390/cells9061467.","Kim DW","Cells","2020","2020/06/19","PMC7348987","","10.3390/cells9061467"
"32294622","Cutaneous wound healing in aged, high fat diet-induced obese female or male C57BL/6 mice","Kopcewicz M, Walendzik K, Bukowska J, Kur-Piotrowska A, Machcinska S, Gimble JM, Gawronska-Kozak B.","Aging (Albany NY). 2020 Apr 15;12(8):7066-7111. doi: 10.18632/aging.103064. Epub 2020 Apr 15.","Kopcewicz M","Aging (Albany NY)","2020","2020/04/16","PMC7202484","","10.18632/aging.103064"
"31943788","Preparation of placental tissue transplants and their application in skin wound healing and chosen skin bullous diseases - Stevens-Johnson syndrome and toxic epidermal necrolysis treatment","Klama-Baryła A, Rojczyk E, Kitala D, Łabuś W, Smętek W, Wilemska-Kucharzewska K, Kucharzewski M.","Int Wound J. 2020 Apr;17(2):491-507. doi: 10.1111/iwj.13305. Epub 2020 Jan 15.","Klama-Baryła A","Int Wound J","2020","2020/01/17","PMC7949443","","10.1111/iwj.13305"
"31264929","A revisit to the effects of zinc salt on skin burn wound healing to reflect the risks in current pharmaceutical care","Osman MAH, Wong TW, Anuar NK.","J Dermatolog Treat. 2020 Sep;31(6):651-654. doi: 10.1080/09546634.2019.1639607. Epub 2019 Jul 16.","Osman MAH","J Dermatolog Treat","2020","2019/07/03","","","10.1080/09546634.2019.1639607"
"30274782","Evaluation of collagen mixture on promoting skin wound healing in zebrafish caused by acetic acid administration","Xiong XY, Liu Y, Shan LT, Xu YQ, Liang J, Lai YH, Hsiao CD.","Biochem Biophys Res Commun. 2018 Oct 28;505(2):516-522. doi: 10.1016/j.bbrc.2018.09.148. Epub 2018 Sep 28.","Xiong XY","Biochem Biophys Res Commun","2018","2018/10/03","","","10.1016/j.bbrc.2018.09.148"
"28656220","JAK/STAT3 and Smad3 activities are required for the wound healing properties of Periplaneta americana extracts","Song Q, Xie Y, Gou Q, Guo X, Yao Q, Gou X.","Int J Mol Med. 2017 Aug;40(2):465-473. doi: 10.3892/ijmm.2017.3040. Epub 2017 Jun 26.","Song Q","Int J Mol Med","2017","2017/06/29","PMC5504994","","10.3892/ijmm.2017.3040"
"28604651","Wound-Healing Studies in Cornea and Skin: Parallels, Differences and Opportunities","Bukowiecki A, Hos D, Cursiefen C, Eming SA.","Int J Mol Sci. 2017 Jun 12;18(6):1257. doi: 10.3390/ijms18061257.","Bukowiecki A","Int J Mol Sci","2017","2017/06/13","PMC5486079","","10.3390/ijms18061257"
"27557877","Epigallocatechin-3-gallate augments therapeutic effects of mesenchymal stem cells in skin wound healing","Li M, Xu J, Shi T, Yu H, Bi J, Chen G.","Clin Exp Pharmacol Physiol. 2016 Nov;43(11):1115-1124. doi: 10.1111/1440-1681.12652.","Li M","Clin Exp Pharmacol Physiol","2016","2016/08/26","","","10.1111/1440-1681.12652"
"27287183","CD301b+ Macrophages Are Essential for Effective Skin Wound Healing","Shook B, Xiao E, Kumamoto Y, Iwasaki A, Horsley V.","J Invest Dermatol. 2016 Sep;136(9):1885-1891. doi: 10.1016/j.jid.2016.05.107. Epub 2016 Jun 7.","Shook B","J Invest Dermatol","2016","2016/06/12","PMC5727894","NIHMS836905","10.1016/j.jid.2016.05.107"
"23379329","Exploiting PI3K/mTOR signaling to accelerate epithelial wound healing","Castilho RM, Squarize CH, Gutkind JS.","Oral Dis. 2013 Sep;19(6):551-8. doi: 10.1111/odi.12070. Epub 2013 Feb 4.","Castilho RM","Oral Dis","2013","2013/02/06","PMC4764999","NIHMS760512","10.1111/odi.12070"
"23141686","Gene expression profiling of negative-pressure-treated skin graft donor site wounds","Nuutila K, Siltanen A, Peura M, Harjula A, Nieminen T, Vuola J, Kankuri E, Aarnio P.","Burns. 2013 Jun;39(4):687-93. doi: 10.1016/j.burns.2012.09.014. Epub 2012 Nov 8.","Nuutila K","Burns","2013","2012/11/13","","","10.1016/j.burns.2012.09.014"
"33229193","Can the corneal tissue be used as a wound dressing material for skin injuries?","Bulut N.","Med Hypotheses. 2021 Jan;146:110377. doi: 10.1016/j.mehy.2020.110377. Epub 2020 Nov 9.","Bulut N","Med Hypotheses","2021","2020/11/24","","","10.1016/j.mehy.2020.110377"
"38113346","Dendrobium officinale Kinura et Migo glycoprotein promotes skin wound healing by regulating extracellular matrix secretion and fibroblast proliferation on the proliferation phase","Li J, Zhao Q, Gao X, Dai T, Bai Z, Sheng J, Tian Y, Bai Z.","Wound Repair Regen. 2023 Dec 19. doi: 10.1111/wrr.13144. Online ahead of print.","Li J","Wound Repair Regen","2023","2023/12/19","","","10.1111/wrr.13144"
"30463198","The Feasibility of Using Pulsatile Electromagnetic Fields (PEMFs) to Enhance the Regenerative Ability of Dermal Biomaterial Scaffolds","Feldman DS.","J Funct Biomater. 2018 Nov 19;9(4):66. doi: 10.3390/jfb9040066.","Feldman DS","J Funct Biomater","2018","2018/11/23","PMC6306936","","10.3390/jfb9040066"
"37753874","3D-printed electrospun fibres for wound healing","Ye X, Zhang E, Huang Y, Tian F, Xue J.","Wound Repair Regen. 2023 Sep 27. doi: 10.1111/wrr.13119. Online ahead of print.","Ye X","Wound Repair Regen","2023","2023/09/27","","","10.1111/wrr.13119"
"30005703","Exosomes from acellular Wharton's jelly of the human umbilical cord promotes skin wound healing","Bakhtyar N, Jeschke MG, Herer E, Sheikholeslam M, Amini-Nik S.","Stem Cell Res Ther. 2018 Jul 13;9(1):193. doi: 10.1186/s13287-018-0921-2.","Bakhtyar N","Stem Cell Res Ther","2018","2018/07/15","PMC6044104","","10.1186/s13287-018-0921-2"
"35478102","Agrimonia eupatoria L. Aqueous Extract Improves Skin Wound Healing: An In Vitro Study in Fibroblasts and Keratinocytes and In Vivo Study in Rats","Vasilenko T, Kováč I, Slezák M, Ďurkáč J, Peržel'ová V, Čoma M, Kaňuchová M, Urban L, Szabo P, Dvořánková B, Vrzgula A, Zajíček R, Smetana K Jr, Gál P.","In Vivo. 2022 May-Jun;36(3):1236-1244. doi: 10.21873/invivo.12822.","Vasilenko T","In Vivo","2022","2022/04/28","PMC9087068","","10.21873/invivo.12822"
"33725680","Design and fabrication of electrospunMorinda citrifolia-based nanofibrous scaffold as skin wound dressing material:in vitroandin silicoanalysis","Ekambaram R, Sugumar M, Swaminathan E, Micheal Raj AP, Dharmalingam S.","Biomed Mater. 2021 Apr 13;16(4). doi: 10.1088/1748-605X/abef59.","Ekambaram R","Biomed Mater","2021","2021/03/16","","","10.1088/1748-605X/abef59"
"33041006","Mammalian cold-inducible RNA-binding protein facilitates wound healing through activation of AMP-activated protein kinase","Higashitsuji H, Fujita T, Higashitsuji H, Fujita J.","Biochem Biophys Res Commun. 2020 Dec 17;533(4):1191-1197. doi: 10.1016/j.bbrc.2020.10.004. Epub 2020 Oct 9.","Higashitsuji H","Biochem Biophys Res Commun","2020","2020/10/12","","","10.1016/j.bbrc.2020.10.004"
"31939277","Elastic, Persistently Moisture-Retentive, and Wearable Biomimetic Film Inspired by Fetal Scarless Repair for Promoting Skin Wound Healing","Zhang D, Cai G, Mukherjee S, Sun Y, Wang C, Mai B, Liu K, Yang C, Chen Y.","ACS Appl Mater Interfaces. 2020 Feb 5;12(5):5542-5556. doi: 10.1021/acsami.9b20185. Epub 2020 Jan 27.","Zhang D","ACS Appl Mater Interfaces","2020","2020/01/16","","","10.1021/acsami.9b20185"
"29656516","MiR-21 ameliorates age-associated skin wound healing defects in mice","Long S, Zhao N, Ge L, Wang G, Ran X, Wang J, Su Y, Wang T.","J Gene Med. 2018 Jun;20(6):e3022. doi: 10.1002/jgm.3022. Epub 2018 May 3.","Long S","J Gene Med","2018","2018/04/16","","","10.1002/jgm.3022"
"23795955","Surface zwitterionization of expanded poly(tetrafluoroethylene) membranes via atmospheric plasma-induced polymerization for enhanced skin wound healing","Jhong JF, Venault A, Hou CC, Chen SH, Wei TC, Zheng J, Huang J, Chang Y.","ACS Appl Mater Interfaces. 2013 Jul 24;5(14):6732-42. doi: 10.1021/am401669q. Epub 2013 Jul 8.","Jhong JF","ACS Appl Mater Interfaces","2013","2013/06/26","","","10.1021/am401669q"
"16383038","[The relationship between scarless wound healing and the expression of CD68 and CD3 in the immunocytes in fetal skin]","Ren HT, Zhang HS.","Zhonghua Shao Shang Za Zhi. 2005 Oct;21(5):356-8.","Ren HT","Zhonghua Shao Shang Za Zhi","2005","2005/12/31","","",""
"12191005","Molecular and cell biology of porcine HSP47 during wound healing: complete cDNA sequence and regulation of gene expression","Wang JF, Olson ME, Winkfein RJ, Kulyk WM, Wright JB, Hart DA.","Wound Repair Regen. 2002 Jul-Aug;10(4):230-40. doi: 10.1046/j.1524-475x.2002.10406.x.","Wang JF","Wound Repair Regen","2002","2002/08/23","","","10.1046/j.1524-475x.2002.10406.x"
"33922557","A Prototype Skin Substitute, Made of Recycled Marine Collagen, Improves the Skin Regeneration of Sheep","Melotti L, Martinello T, Perazzi A, Iacopetti I, Ferrario C, Sugni M, Sacchetto R, Patruno M.","Animals (Basel). 2021 Apr 23;11(5):1219. doi: 10.3390/ani11051219.","Melotti L","Animals (Basel)","2021","2021/04/30","PMC8145883","","10.3390/ani11051219"
"17713291","[A review of studies on hair follicle dermal sheath cells]","Li Y, Liu J, Wang D.","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2007 Jun;24(3):694-6.","Li Y","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi","2007","2007/08/24","","",""
"35838230","Extracellular Vesicles Derived from Adipose-Derived Stem Cells Facilitate Frostbite Wound Healing By Regulating SOCS3 Expression","Zhang N, Yu X, Li W, Zhang K, Yu J, Liu T.","Curr Stem Cell Res Ther. 2023;18(4):528-539. doi: 10.2174/1574888X17666220715094504.","Zhang N","Curr Stem Cell Res Ther","2023","2022/07/15","","","10.2174/1574888X17666220715094504"
"24932073","Overview of surgical scar prevention and management","Son D, Harijan A.","J Korean Med Sci. 2014 Jun;29(6):751-7. doi: 10.3346/jkms.2014.29.6.751. Epub 2014 May 30.","Son D","J Korean Med Sci","2014","2014/06/17","PMC4055805","","10.3346/jkms.2014.29.6.751"
"25942510","﻿Effect of Occlusion and Semi-occlusion on Experimental Skin Wound Healing: A Reevaluation","Zhai H, Maibach HI.","Wounds. 2007 Oct;19(10):270-6.","Zhai H","Wounds","2007","2015/05/06","","",""
"34546465","Low-level laser treatment promotes skin wound healing by activating hair follicle stem cells in female mice","Chen Y, Liu L, Fan J, Zhang T, Zeng Y, Su Z.","Lasers Med Sci. 2022 Apr;37(3):1699-1707. doi: 10.1007/s10103-021-03419-6. Epub 2021 Sep 21.","Chen Y","Lasers Med Sci","2022","2021/09/21","","","10.1007/s10103-021-03419-6"
"36526177","Combined negative effects of microplastics and plasticizer DEHP: The increased release of Nets delays wound healing in mice","Shi X, Xu T, Cui W, Qi X, Xu S.","Sci Total Environ. 2023 Mar 1;862:160861. doi: 10.1016/j.scitotenv.2022.160861. Epub 2022 Dec 13.","Shi X","Sci Total Environ","2023","2022/12/16","","","10.1016/j.scitotenv.2022.160861"
"34945243","The Role of Extracellular Matrix in Skin Wound Healing","Potekaev NN, Borzykh OB, Medvedev GV, Pushkin DV, Petrova MM, Petrov AV, Dmitrenko DV, Karpova EI, Demina OM, Shnayder NA.","J Clin Med. 2021 Dec 18;10(24):5947. doi: 10.3390/jcm10245947.","Potekaev NN","J Clin Med","2021","2021/12/24","PMC8706213","","10.3390/jcm10245947"
"34435182","Distinct contributions of meprins to skin regeneration after injury - Meprin α a physiological processer of pro-collagen VII","Kruppa D, Peters F, Bornert O, Maler MD, Martin SF, Becker-Pauly C, Nyström A.","Matrix Biol Plus. 2021 May 13;11:100065. doi: 10.1016/j.mbplus.2021.100065. eCollection 2021 Aug.","Kruppa D","Matrix Biol Plus","2021","2021/08/26","PMC8377016","","10.1016/j.mbplus.2021.100065"
"33833959","Effect of White Tea (Camellia sinensis) Extract on Skin Wound Healing Process in Rats","Kouhihabibidehkordi G, Kheiri S, Karimi I, Taheri F, Bijad E, Bahadoram M, Alibabaie Z, Asgharian S, Zamani H, Rafieian-Kopaei M.","World J Plast Surg. 2021 Jan;10(1):85-95. doi: 10.29252/wjps.10.1.85.","Kouhihabibidehkordi G","World J Plast Surg","2021","2021/04/09","PMC8016378","","10.29252/wjps.10.1.85"
"33300056","Human galectin‑3: Molecular switch of gene expression in dermal fibroblasts in vitro and of skin collagen organization in open wounds and tensile strength in incisions in vivo","Gál P, Vasilenko T, Kováč I, Čoma M, Jakubčo J, Jakubčová M, Peržeľová V, Urban L, Kolář M, Sabol F, Luczy J, Novotný M, Majerník J, Gabius HJ, Smetana KJ.","Mol Med Rep. 2021 Feb;23(2):99. doi: 10.3892/mmr.2020.11738. Epub 2020 Dec 10.","Gál P","Mol Med Rep","2021","2020/12/10","PMC7723164","","10.3892/mmr.2020.11738"
"33149808","Peptides from Animal Origin: A Systematic Review on Biological Sources and Effects on Skin Wounds","Alves RS, Alves LB, Altoé LS, Sarandy MM, Freitas MB, Silveira NJF, Novaes RD, Gonçalves RV.","Oxid Med Cell Longev. 2020 Oct 23;2020:4352761. doi: 10.1155/2020/4352761. eCollection 2020.","Alves RS","Oxid Med Cell Longev","2020","2020/11/05","PMC7603624","","10.1155/2020/4352761"
"32422624","Preparation and characterization of borosilicate-bioglass-incorporated sodium alginate composite wound dressing for accelerated full-thickness skin wound healing","Wu C, Zhang Z, Zhou K, Chen W, Tao J, Li C, Xin H, Song Y, Ai F.","Biomed Mater. 2020 Jul 23;15(5):055009. doi: 10.1088/1748-605X/ab9421.","Wu C","Biomed Mater","2020","2020/05/19","","","10.1088/1748-605X/ab9421"
"31777992","Proliferation of Ly6C+ monocytes/macrophages contributes to their accumulation in mouse skin wounds","Pang J, Urao N, Koh TJ.","J Leukoc Biol. 2020 Apr;107(4):551-560. doi: 10.1002/JLB.3HI1119-389RRRR. Epub 2019 Nov 28.","Pang J","J Leukoc Biol","2020","2019/11/29","PMC7150635","NIHMS1058983","10.1002/JLB.3HI1119-389RRRR"
"28602268","Complications after prominent ear correction: A systematic review of the literature","Sadhra SS, Motahariasl S, Hardwicke JT.","J Plast Reconstr Aesthet Surg. 2017 Aug;70(8):1083-1090. doi: 10.1016/j.bjps.2017.05.033. Epub 2017 May 20.","Sadhra SS","J Plast Reconstr Aesthet Surg","2017","2017/06/13","","","10.1016/j.bjps.2017.05.033"
"27775884","Hyaluronate-Epidermal Growth Factor Conjugate for Skin Wound Healing and Regeneration","Kim H, Kong WH, Seong KY, Sung DK, Jeong H, Kim JK, Yang SY, Hahn SK.","Biomacromolecules. 2016 Nov 14;17(11):3694-3705. doi: 10.1021/acs.biomac.6b01216. Epub 2016 Nov 3.","Kim H","Biomacromolecules","2016","2016/11/05","","","10.1021/acs.biomac.6b01216"
"27490344","E2F1 Hinders Skin Wound Healing by Repressing Vascular Endothelial Growth Factor (VEGF) Expression, Neovascularization, and Macrophage Recruitment","Wang N, Wu Y, Zeng N, Wang H, Deng P, Xu Y, Feng Y, Zeng H, Yang H, Hou K, Wang A, Parthasarathy K, Goyal S, Qin G, Wu M.","PLoS One. 2016 Aug 4;11(8):e0160411. doi: 10.1371/journal.pone.0160411. eCollection 2016.","Wang N","PLoS One","2016","2016/08/05","PMC4973919","","10.1371/journal.pone.0160411"
"25685928","MicroRNA-31 Promotes Skin Wound Healing by Enhancing Keratinocyte Proliferation and Migration","Li D, Li XI, Wang A, Meisgen F, Pivarcsi A, Sonkoly E, Ståhle M, Landén NX.","J Invest Dermatol. 2015 Jun;135(6):1676-1685. doi: 10.1038/jid.2015.48. Epub 2015 Feb 16.","Li D","J Invest Dermatol","2015","2015/02/17","","","10.1038/jid.2015.48"
"22480427","Atropa belladonna L. water extract: modulator of extracellular matrix formation in vitro and in vivo","Gál P, Vasilenko T, Kováč I, Kostelníková M, Jakubčo J, Szabo P, Dvořánková B, Sabol F, Gabius HJ, Smetana K Jr.","Physiol Res. 2012;61(3):241-50. doi: 10.33549/physiolres.932223. Epub 2012 Apr 5.","Gál P","Physiol Res","2012","2012/04/07","","","10.33549/physiolres.932223"
